Test Case ID,Test Items,Pre-condition,Test Data,Test Steps,Expected results,A result
TC-SUB-003,Resume cleanup theo retry budget,Có registry subagent và môi trường test mô phỏng vòng đời run/cleanup.,"subagent run id, cleanup mode, retry budget, attachment hoặc hook event dùng để resume cleanup theo retry budget.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống resume cleanup theo retry budget. Minh chứng Vitest: src/agents/subagent-registry.test.ts - subagent registry seam flow > finalizes retry-budgeted completion delete runs during resume.,Hệ thống resume cleanup theo retry budget đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SUB-004,Hoàn tất parent delete-mode hết hạn khi descendant cleanup kích hoạt lại announce,Có registry subagent và môi trường test mô phỏng vòng đời run/cleanup.,"subagent run id, cleanup mode, retry budget, attachment hoặc hook event dùng để Hoàn tất parent delete-mode hết hạn khi descendant cleanup kích hoạt lại announce.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Hoàn tất parent delete-mode hết hạn khi descendant cleanup kích hoạt lại announce. Minh chứng Vitest: src/agents/subagent-registry.test.ts - subagent registry seam flow > finalizes expired delete-mode parents when descendant cleanup retriggers deferred announce handling.,Hệ thống Hoàn tất parent delete-mode hết hạn khi descendant cleanup kích hoạt lại announce đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SUB-005,Xử lý subagent bị kill,Có registry subagent và môi trường test mô phỏng vòng đời run/cleanup.,"subagent run id, cleanup mode, retry budget, attachment hoặc hook event dùng để xử lý subagent bị kill.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống xử lý subagent bị kill. Minh chứng Vitest: src/agents/subagent-registry.test.ts - subagent registry seam flow > loads runtime plugins before emitting killed subagent ended hooks.,Hệ thống xử lý subagent bị kill đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SUB-006,Xóa run delete-mode bị kill và thông báo cleanup,Có registry subagent và môi trường test mô phỏng vòng đời run/cleanup.,"subagent run id, cleanup mode, retry budget, attachment hoặc hook event dùng để Xóa run delete-mode bị kill và thông báo cleanup.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Xóa run delete-mode bị kill và thông báo cleanup. Minh chứng Vitest: src/agents/subagent-registry.test.ts - subagent registry seam flow > deletes killed delete-mode runs and notifies deleted cleanup.,Hệ thống Xóa run delete-mode bị kill và thông báo cleanup đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SUB-007,Xóa attachment của run delete-mode bị kill,Có registry subagent và môi trường test mô phỏng vòng đời run/cleanup.,"subagent run id, cleanup mode, retry budget, attachment hoặc hook event dùng để Xóa attachment của run delete-mode bị kill.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Xóa attachment của run delete-mode bị kill. Minh chứng Vitest: src/agents/subagent-registry.test.ts - subagent registry seam flow > removes attachments for killed delete-mode runs.,Hệ thống Xóa attachment của run delete-mode bị kill đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-SUB-008,Xóa attachment của run delete-mode đã release,Có registry subagent và môi trường test mô phỏng vòng đời run/cleanup.,"subagent run id, cleanup mode, retry budget, attachment hoặc hook event dùng để Xóa attachment của run delete-mode đã release.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Xóa attachment của run delete-mode đã release. Minh chứng Vitest: src/agents/subagent-registry.test.ts - subagent registry seam flow > removes attachments for released delete-mode runs.,Hệ thống Xóa attachment của run delete-mode đã release đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-001,Tạo hash giống nhau cho cùng tool và params,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để Tạo hash giống nhau cho cùng tool và params.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Tạo hash giống nhau cho cùng tool và params. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > hashToolCall > creates consistent hash for same tool and params.,Hệ thống Tạo hash giống nhau cho cùng tool và params đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-002,Tạo hash khác nhau khi params khác,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để Tạo hash khác nhau khi params khác.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Tạo hash khác nhau khi params khác. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > hashToolCall > creates different hashes for different params.,Hệ thống Tạo hash khác nhau khi params khác đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-003,Tạo hash khác nhau khi tool khác,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để Tạo hash khác nhau khi tool khác.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Tạo hash khác nhau khi tool khác. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > hashToolCall > creates different hashes for different tools.,Hệ thống Tạo hash khác nhau khi tool khác đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-004,Hash được params không phải object,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để Hash được params không phải object.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Hash được params không phải object. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > hashToolCall > handles non-object params.,Hệ thống Hash được params không phải object đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-005,Tạo hash ổn định bất kể thứ tự key,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để Tạo hash ổn định bất kể thứ tự key.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Tạo hash ổn định bất kể thứ tự key. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > hashToolCall > produces deterministic hashes regardless of key order.,Hệ thống Tạo hash ổn định bất kể thứ tự key đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-006,Giữ kích thước hash cố định với params lớn,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để Giữ kích thước hash cố định với params lớn.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Giữ kích thước hash cố định với params lớn. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > hashToolCall > keeps hashes fixed-size even for large params.,Hệ thống Giữ kích thước hash cố định với params lớn đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-007,Thêm tool call vào lịch sử rỗng,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để Thêm tool call vào lịch sử rỗng.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Thêm tool call vào lịch sử rỗng. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > recordToolCall > adds tool call to empty history.,Hệ thống Thêm tool call vào lịch sử rỗng đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-008,Giữ cửa sổ trượt cho N lần gọi gần nhất,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để Giữ cửa sổ trượt cho N lần gọi gần nhất.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Giữ cửa sổ trượt cho N lần gọi gần nhất. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > recordToolCall > maintains sliding window of last N calls.,Hệ thống Giữ cửa sổ trượt cho N lần gọi gần nhất đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-009,Ghi timestamp cho từng tool call,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để Ghi timestamp cho từng tool call.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Ghi timestamp cho từng tool call. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > recordToolCall > records timestamp for each call.,Hệ thống Ghi timestamp cho từng tool call đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-LOP-010,Tôn trọng historySize đã cấu hình,Có lịch sử gọi công cụ hoặc cấu hình detector vòng lặp trong runtime tác nhân.,"tool name, params, timestamp và lịch sử tool call dùng để Tôn trọng historySize đã cấu hình.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Tôn trọng historySize đã cấu hình. Minh chứng Vitest: src/agents/tool-loop-detection.test.ts - tool-loop-detection > recordToolCall > respects configured historySize.,Hệ thống Tôn trọng historySize đã cấu hình đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
